model,kind,base_channels,parameters,corruption,mean_effective_sigma,rmse_to_clean_teacher,binary_accuracy_to_clean_teacher,binary_balanced_accuracy_to_clean_teacher,binary_agreement_with_own_clean_output,mae_from_own_clean_output
awgn100_conditional,unet_conditional,16,761825,speckle_std_0.25,27.55811373392741,0.20744497177609547,0.8612782796223958,0.8572738850845316,0.9078395589192708,0.0734379415710767
awgn100_conditional,unet_conditional,16,761825,saltpepper_prob_0.01,14.510390281677246,0.18206160387842185,0.8958323160807292,0.8942505157219589,0.9509696451822917,0.056999934216340385
awgn100_conditional,unet_conditional,16,761825,saltpepper_prob_0.05,32.52815373738607,0.22337433455194727,0.850057373046875,0.8435256007932559,0.8921370442708333,0.09396721671024959
awgn100_conditional,unet_conditional,16,761825,sinusoid_amp_15,10.434033393859863,0.23349956775473565,0.8490660603841146,0.8377774396807974,0.897100321451823,0.08098980784416199
awgn100_conditional,unet_conditional,16,761825,sinusoid_amp_30,20.551355997721355,0.3091787759218182,0.8000126139322916,0.7847750103865588,0.8365183512369793,0.14344234267870584
awgn100_large,unet,32,3043969,clean,0.0,0.1378950173318128,0.9200299072265625,0.9182201403587504,1.0,0.0
awgn100_large,unet,32,3043969,awgn_15,14.555205980936686,0.17448632090256194,0.8937345377604167,0.8870169592818695,0.9543235270182291,0.04065934816996256
awgn100_large,unet,32,3043969,awgn_50,44.777400970458984,0.22823825517742397,0.8407174682617188,0.842388813231532,0.8927285766601561,0.08809327085812886
awgn100_large,unet,32,3043969,awgn_75,62.56975428263346,0.2553858365910445,0.8140116373697917,0.8169507734590581,0.8598537190755208,0.12037856876850128
awgn100_large,unet,32,3043969,awgn_100,76.81286112467448,0.2738436354402389,0.7922909545898438,0.7953556477785355,0.8354788208007813,0.1440218190352122
awgn100_large,unet,32,3043969,awgn_125,87.89681752522786,0.2905116325451669,0.7739629109700521,0.7730269651238094,0.8123389689127604,0.16862902541955313
awgn100_large,unet,32,3043969,awgn_150,96.28637186686198,0.3035105534332206,0.7603351847330729,0.7581983138239756,0.7935570271809896,0.18735478321711221
awgn100_large,unet,32,3043969,corr_awgn_25,23.65495491027832,0.5426418462616381,0.5900501505533854,0.5029299841567234,0.5860696411132813,0.3847416241963704
awgn100_large,unet,32,3043969,corr_awgn_50,44.56797409057617,0.5744634982992599,0.587637939453125,0.5,0.583629150390625,0.41360053420066833
awgn100_large,unet,32,3043969,poisson_peak_30,28.075403849283855,0.1943754158083324,0.8741114298502605,0.8703460416917103,0.9345750935872396,0.05520981426040331
awgn100_large,unet,32,3043969,poisson_peak_10,46.30804951985677,0.2210583583746949,0.8471915690104167,0.8460131079102668,0.9014408365885417,0.08240186919768651
awgn100_large,unet,32,3043969,speckle_std_0.1,11.499993960062662,0.16679907681751532,0.9007102457682291,0.8938861847560153,0.9642547607421875,0.0337559940914313
awgn100_large,unet,32,3043969,speckle_std_0.25,27.55811373392741,0.1905889434556694,0.8790987141927084,0.875131940952625,0.9397784423828125,0.05175413563847542
awgn100_large,unet,32,3043969,saltpepper_prob_0.01,14.510390281677246,0.16542163809620744,0.9051644897460938,0.8975585225004787,0.9654086303710937,0.040464695543050766
awgn100_large,unet,32,3043969,saltpepper_prob_0.05,32.52815373738607,0.19999368309870283,0.8698409016927083,0.8565471165524632,0.9217529296875,0.06706455846627553
awgn100_large,unet,32,3043969,sinusoid_amp_15,10.434033393859863,0.29539198370176034,0.8233731079101563,0.797006495963019,0.8613943481445312,0.12311378121376038
awgn100_large,unet,32,3043969,sinusoid_amp_30,20.551355997721355,0.3781569549235197,0.7633295694986979,0.7323579078748891,0.7918254597981771,0.19503974417845407
awgn100_xlarge,unet,64,12170497,clean,0.0,0.12112470246629131,0.9320083618164062,0.9328189467029502,1.0,0.0
awgn100_xlarge,unet,64,12170497,awgn_15,14.555205980936686,0.23400085388579925,0.820521952311198,0.7914836226174184,0.8389442952473959,0.11018226792414983
awgn100_xlarge,unet,64,12170497,awgn_50,44.777400970458984,0.22364184683652988,0.8462250773111979,0.8486510962345962,0.8836407470703125,0.10052888592084248
awgn100_xlarge,unet,64,12170497,awgn_75,62.56975428263346,0.25835983222638104,0.8129947916666667,0.8162356065370105,0.8459732055664061,0.14033370713392893
awgn100_xlarge,unet,64,12170497,awgn_100,76.81286112467448,0.28522823442741024,0.7814378865559896,0.7818906543690853,0.8087546793619792,0.17320064703623453
awgn100_xlarge,unet,64,12170497,awgn_125,87.89681752522786,0.30934969354340963,0.7496965535481771,0.7410058591054243,0.7728464762369791,0.20263207952181497
awgn100_xlarge,unet,64,12170497,awgn_150,96.28637186686198,0.3247176225727543,0.7249245198567709,0.7080355652070334,0.7424103800455729,0.2229389101266861
awgn100_xlarge,unet,64,12170497,corr_awgn_25,23.65495491027832,0.5457912865587357,0.5884971110026042,0.5010455578190952,0.572113749186198,0.4114050666491191
awgn100_xlarge,unet,64,12170497,corr_awgn_50,44.56797409057617,0.5756544796055448,0.5876462809244791,0.5000101142565627,0.5712464396158854,0.4384705324967702
awgn100_xlarge,unet,64,12170497,poisson_peak_30,28.075403849283855,0.18827935781984995,0.8789505004882813,0.8715779020564107,0.912220458984375,0.0754327451189359
awgn100_xlarge,unet,64,12170497,poisson_peak_10,46.30804951985677,0.21747982615646838,0.8520808919270834,0.8506627877623776,0.8887490844726562,0.09628671656052272
awgn100_xlarge,unet,64,12170497,speckle_std_0.1,11.499993960062662,0.2107131515098293,0.8502783203125,0.8272733331370556,0.871743672688802,0.08864116668701172
awgn100_xlarge,unet,64,12170497,speckle_std_0.25,27.55811373392741,0.18636070747916372,0.8791515096028646,0.8689743619037889,0.9048744710286458,0.07924300680557887
awgn100_xlarge,unet,64,12170497,saltpepper_prob_0.01,14.510390281677246,0.20998679005270277,0.8560770670572917,0.8314465668306137,0.8696432495117188,0.0991696019967397
awgn100_xlarge,unet,64,12170497,saltpepper_prob_0.05,32.52815373738607,0.30535114200916774,0.7611173502604167,0.7161643230214373,0.761620585123698,0.1754758656024933
awgn100_xlarge,unet,64,12170497,sinusoid_amp_15,10.434033393859863,0.3041965508905257,0.8049152628580729,0.7713695268176302,0.8206614176432292,0.1489910582701365
awgn100_xlarge,unet,64,12170497,sinusoid_amp_30,20.551355997721355,0.3784860370799785,0.76208251953125,0.7301250692274613,0.7799795532226562,0.2072645922501882
diverse_tiny,unet,8,190753,clean,0.0,0.23932500662757317,0.8418862915039063,0.8428056428072819,1.0,0.0
diverse_tiny,unet,8,190753,awgn_15,14.555205980936686,0.2436245089930128,0.8381157430013021,0.8385300606211787,0.9796767171223958,0.017369721084833145
diverse_tiny,unet,8,190753,awgn_50,44.777400970458984,0.27916451451437,0.799646504720052,0.8054689167773634,0.9107187906901041,0.07463416705528896
diverse_tiny,unet,8,190753,awgn_75,62.56975428263346,0.3034512768560047,0.7678565470377604,0.7770103302293587,0.8620198567708334,0.10817617426315944
diverse_tiny,unet,8,190753,awgn_100,76.81286112467448,0.3204321359232887,0.742009989420573,0.7535754740075657,0.8255784098307292,0.13197094698747
diverse_tiny,unet,8,190753,awgn_125,87.89681752522786,0.3354062267594701,0.7202568562825521,0.7326824715899141,0.7921649169921876,0.15400045613447824
diverse_tiny,unet,8,190753,awgn_150,96.28637186686198,0.3471066577952413,0.6990651448567708,0.7130494332738095,0.7605142211914062,0.17086866994698843
diverse_tiny,unet,8,190753,corr_awgn_25,23.65495491027832,0.3407122615356634,0.7013657633463541,0.6490744494335814,0.7252249145507812,0.16796324153741202
diverse_tiny,unet,8,190753,corr_awgn_50,44.56797409057617,0.39208766166710873,0.6514383951822916,0.582085790201306,0.6424899291992188,0.23753967881202698
diverse_tiny,unet,8,190753,poisson_peak_30,28.075403849283855,0.25515191286773004,0.8309454345703124,0.8305938961377125,0.9595590209960937,0.040047029654184975
